挪	扌阝 fe
挫	扌土 ft
挺	扌廴 fz
挽	扌乛 fv
捂	扌口 fk
捃	扌口 fk
捆	扌木 fm
捉	扌人 fr
捌	扌刂 fd
捍	扌干 fg
捎	扌月 fo
捐	扌月 fo
捞	扌力 fl
损	扌人 fr
换	扌大 fd
捣	扌山 fe
捭	扌十 fu
据	扌口 fk
捯	扌刂 fd
捶	扌垂 fi
捷	扌人 fr
捺	扌小 fx
捻	扌心 fx
捽	扌十 fu
掀	扌人 fr
掂	扌口 fk
授	扌又 fy
掉	扌十 fu
掎	扌口 fk
排	扌非 ff
掘	扌出 fi
掞	扌火 fh
掠	扌小 fx
接	扌女 fn
控	扌工 fg
措	扌日 fo
掮	扌月 fo
掳	扌力 fl
掴	扌玉 fy
掷	扌阝 fe
掸	扌丨 fl
掼	扌人 fr
揄	扌刂 fd
揉	扌木 fm
揍	扌天 ft
描	扌田 ft
提	扌人 fr
握	扌土 ft
揣	扌而 fe
揩	扌白 fb
揪	扌火 fh
揳	扌大 fd
援	扌又 fy
揶	扌阝 fe
揿	扌人 fr
搁	扌口 fk
搂	扌女 fn
搋	扌几 fj
搒	扌方 ff
搓	扌工 fg
搛	扌乀 fn
搞	扌口 fk
搡	扌木 fm
搦	扌冫 fd
搪	扌口 fk
搬	扌又 fy
搽	扌朩 fm
摁	扌心 fx
摄	扌又 fy
摅	扌心 fx
摆	扌厶 fs
摇	扌缶 ff
摈	扌八 fb
摛	扌丶 fd
摞	扌小 fx
摸	扌大 fd
摽	扌小 fx
撂	扌口 fk
撄	扌女 fn
撒	扌攵 fw
撖	扌攵 fw
撙	扌寸 fc
撞	扌里 fl
撤	扌攵 fw
播	扌田 ft
撮	扌又 fy
撰	扌八 fb
撷	扌人 fr
撸	扌日 fo
撼	扌心 fx
擀	扌干 fg
擂	扌田 ft
操	扌木 fm
擒	扌丶 fd
擞	扌攵 fw
擦	扌小 fx
擿	扌辶 fz
攒	扌人 fr
支	十又 uy
攸	亻攵 rw
攽	八攵 bw
故	十攵 uw
效	亠攵 ww
敉	米攵 mw
敏	丿攵 pw
敔	五攵 ww
教	耂攵 lw
敝	丶攵 dw
敞	⺌攵 xw
散	艹攵 cw
敦	亠攵 ww
敩	𭕄攵 xw
敫	白攵 bw
数	米攵 mw
斋	文而 we
斌	文止 wv
斑	王王 ww
旃	方丹 fd
旋	方人 fr
旌	方生 fu
旎	方匕 fb
族	方矢 fu
旖	方口 fk
旗	方八 fb
旞	方辶 fz
早	日十 ou
旰	日干 og
旱	日干 og
旴	日于 oy
旵	日山 oe
时	日寸 oc
旷	日广 og
旺	日王 ow
旿	日午 ow
昀	日冫 od
昂	日卩 oe
昄	日又 oy
昆	日匕 ob
昈	日户 oh
昉	日方 of
昊	日天 ot
昌	日日 oo
明	日月 oo
昒	日勿 ow
易	日勿 ow
昙	日厶 os
昝	夂日 wo
星	日生 ou
映	日央 oy
昡	日幺 oy
昤	日龴 os
昧	日未 ow
昨	日乍 ov
昫	日口 ok
昭	日口 ok
昱	日立 ol
昳	日失 ou
昴	日卩 oe
昵	日匕 ob
昺	日丙 ob
晃	日兀 ow
晊	日土 ot
晌	日口 ok
晏	日女 on
晐	日人 or
晒	日西 ox
晓	日兀 ow
晔	日十 ou
晕	日车 oi
晖	日车 oi
晗	日口 ok
晙	日夂 ow
晚	日乛 ov
晞	日巾 oj
晢	扌日 fo
晤	日口 ok
晪	日八 ob
晫	日十 ou
景	日小 ox
晱	日火 oh
晴	日月 oo
晶	日日 oo
智	矢日 uo
晾	日小 ox
暂	车日 io
暌	日天 ot
暑	日日 oo
暖	日又 oy
暗	日日 oo
暧	日又 oy
暲	日十 ou
暴	日氺 ou
暵	日乀 on
暶	日人 or
暾	日攵 ow
暿	日口 ok
曈	日里 ol
曙	日日 oo
曛	日灬 oh
曝	日氺 ou
曼	日又 oy
最	日又 oy
朋	月月 oo
服	月又 oy
朏	月出 oi
朐	月口 ok
朔	丷月 bo
朕	月天 ot
望	亡王 ww
木	十乀 un
朱	丿未 pw
朳	木八 mb
朸	木力 ml
机	木几 mj
权	木又 my
杄	木千 mq
杆	木干 mg
杌	木兀 mw
李	木子 mz
村	木寸 mc
杕	木大 md
杙	木弋 my
杜	木土 mt
杞	木己 mj
杠	木工 mg
条	夂朩 wm
杩	木马 mm
杭	木几 mj
杲	日木 om
杳	木日 mo
杵	木午 mw
杷	木巴 mb
杻	木丑 mi
松	木厶 ms
板	木又 my
构	木厶 ms
枇	木匕 mb
枉	木王 mw
枋	木方 mf
林	木木 mm
枘	木内 mn
枚	木攵 mw
枝	木又 my
枞	木人 mr
枥	木力 ml
枪	木乛 mv
枫	木乂 mx
枯	木口 mk
枰	木平 mp
枳	木八 mb
架	力木 lm
枷	木口 mk
枸	木口 mk
枹	木巳 ms
柁	木匕 mb
柃	木龴 ms
柄	木丙 mb
柈	木半 mb
柏	木白 mb
柑	木甘 mg
柒	氵木 dm
柔	龴木 sm
柖	木口 mk
柘	木石 mu
柞	木乍 mv
柠	木丁 md
柯	木口 mk
柰	木小 mx
柱	木主 mv
柳	木卩 me
柴	止木 vm
柷	木儿 me
柽	木土 mt
柿	木巾 mj
栅	木册 mc
标	木小 mx
栈	木戋 mj
栉	木卩 me
栋	木东 md
栌	木尸 mu
栏	木三 ms
树	木寸 mc
栒	木日 mo
栓	木王 mw
栖	木西 mx
栗	西木 xm
栝	木口 mk
校	木乂 mx
栩	木习 mx
株	木朱 mv
栳	木匕 mb
栴	木丹 md
核	木人 mr
栻	木工 mg
格	木口 mk
桂	木土 mt
桄	木兀 mw
桅	木乛 mv
桉	木女 mn
桎	木土 mt
桐	木口 mk
桔	木口 mk
桕	木臼 mj
桡	木兀 mw
桢	木人 mr
档	木彐 me
桦	木十 mu
桧	木厶 ms
桨	冫木 dm
桩	木土 mt
桯	木王 mw
桴	木子 mz
梃	木廴 mz
梆	木阝 me
梏	木口 mk
梓	木十 mu
梗	木更 mg
梠	木口 mk
梢	木月 mo
梧	木口 mk
梴	木廴 mz
梼	木寸 mc
梽	木心 mx
梾	木来 ml
梿	木辶 mz
棁	木儿 me
棂	木火 mh
棋	木八 mb
棍	木匕 mb
棕	木小 mx
棚	木月 mo
棣	木乀 mn
棤	木日 mo
棨	户木 hm
棪	木火 mh
棬	木乛 mv
森	木木 mm
棰	木垂 mi
棵	木果 mg
棹	木十 mu
椀	木乛 mv
椁	木子 mz
椅	木口 mk
椆	木口 mk
椋	木小 mx
椐	木口 mk
椑	木十 mu
椒	木又 my
椟	木大 md
椠	车木 im
椤	木夕 mx
椰	木阝 me
椴	木又 my
椿	木日 mo
楒	木心 mx
楔	木大 md
楗	木廴 mz
楙	木木 mm
楞	木方 mf
楠	木干 mg
楣	木目 mo
楩	木更 mg
楪	木木 mm
楮	木日 mo
楯	木目 mo
楷	木白 mb
楸	木火 mh
楹	木皿 mm
楼	木女 mn
概	木乛 mv
榆	木刂 md
榇	木朩 mm
榈	木口 mk
榍	木月 mo
榔	木阝 me
榕	木口 mk
榛	木禾 mh
榜	木方 mf
榨	木乍 mv
榭	木寸 mc
榴	木田 mt
榻	木习 mx
槁	木口 mk
槃	舟木 vm
槌	木辶 mz
槎	木工 mg
槐	木鬼 mg
槚	木人 mr
槛	木皿 mm
槟	木八 mb
槠	木日 mo
槱	木灬 mh
槽	木日 mo
槿	木一 ma
樊	木大 md
樘	木土 mt
樟	木十 mu
模	木大 md
樨	木牛 mn
横	木八 mb
樯	木口 mk
樱	木女 mn
樵	木灬 mh
樽	木寸 mc
橄	木攵 mw
橞	木心 mx
橥	犭木 qm
橦	木里 ml
橱	木寸 mc
橹	木日 mo
檎	木丶 md
檑	木田 mt
檞	木牛 mn
檠	艹木 cm
檫	木小 mx
欂	木寸 mc
欠	𠂊人 dr
次	冫人 dr
欢	又人 yr
欸	厶人 sr
欹	大人 dr
欻	火人 hr
款	士人 ur
歆	立人 lr
歇	日人 or
歉	丷人 br
歌	丁人 dr
止	丨一 la
此	止匕 vb
歧	止又 vy
死	歹匕 db
歼	歹千 dq
殂	歹且 dq
殃	歹央 dy
殆	歹口 dk
殉	歹日 do
殊	歹朱 dv
残	歹戋 dj
殍	歹子 dz
殒	歹人 dr
殚	歹丨 dl
殡	歹八 db
殣	歹一 da
殳	几又 jy
殿	尸又 uy
毗	田匕 tb
氙	气山 qe
氛	气刀 qd
氢	气工 qg
氤	气大 qd
氦	气人 qr
氨	气女 qn
氪	气儿 qe
氮	气火 qh
氯	气氺 qu
氰	气月 qo
氾	氵乛 dv
汀	氵丁 dd
汁	氵十 du
汉	氵又 dy
汐	氵夕 dx
汕	氵山 de
汗	氵干 dg
汜	氵巳 ds
汝	氵女 dn
江	氵工 dg
汨	氵日 do
汪	氵王 dw
汭	氵内 dn
汶	氵文 dw
汽	氵气 dq
汾	氵刀 dd
沁	氵心 dx
沃	氵夭 dy
沄	氵厶 ds
沅	氵儿 de
沆	氵几 dj
沇	氵儿 de
沏	氵刀 dd
沐	氵木 dm
沘	氵匕 db
沚	氵止 dv
沟	氵厶 ds
没	氵又 dy
沣	氵丰 df
沥	氵力 dl
沦	氵匕 db
沧	氵乛 dv
沨	氵乂 dx
沩	氵为 dw
沪	氵户 dh
沫	氵末 dm
沮	氵且 dq
沱	氵匕 db
河	氵口 dk
沺	氵田 dt
治	氵口 dk
沼	氵口 dk
沽	氵口 dk
沾	氵口 dk
沿	氵口 dk
泃	氵口 dk
泅	氵人 dr
泇	氵口 dk
泊	氵白 db
泐	氵力 dl
泔	氵甘 dg
法	氵厶 ds
泖	氵卩 de
泗	氵儿 de
泙	氵平 dp
泚	氵匕 db
泞	氵丁 dd
泠	氵龴 ds
泡	氵巳 ds
波	氵又 dy
泣	氵立 dl
泥	氵匕 db
注	氵主 dv
泪	氵目 do
泫	氵幺 dy
泮	氵半 db
泱	氵央 dy
泵	石水 uu
泸	氵尸 du
泾	氵工 dg
洁	氵口 dk
洄	氵口 dk
洇	氵大 dd
洈	氵乛 dv
洌	氵刂 dd
洎	氵自 dz
洑	氵犬 dq
洒	氵西 dx
洗	氵儿 de
洙	氵朱 dv
洛	氵口 dk
洞	氵口 dk
洣	氵米 dm
洧	氵月 do
洨	氵乂 dx
洪	氵八 db
洫	氵血 dx
洱	氵耳 de
洳	氵口 dk
洵	氵日 do
洸	氵兀 dw
洺	氵口 dk
活	氵口 dk
洼	氵土 dt
洽	氵口 dk
浃	氵夹 dj
浅	氵戋 dj
浆	冫水 du
浇	氵兀 dw
浈	氵人 dr
浉	氵巾 dj
浊	氵虫 di
测	氵刂 dd
浍	氵厶 ds
浏	氵刂 dd
浑	氵车 di
浒	氵午 dw
浔	氵寸 dc
浛	氵口 dk
浜	氵八 db
浞	氵人 dr
浠	氵巾 dj
浣	氵儿 de
浩	氵口 dk
浬	氵里 dl
浭	氵更 dg
浮	氵子 dz
浯	氵口 dk
浰	氵刂 dd
浲	氵丰 df
浴	氵口 dk
浸	氵又 dy
浼	氵乛 dv
消	氵月 do
涍	氵子 dz
涎	氵廴 dz
涑	氵束 du
涘	氵矢 du
涛	氵寸 dc
涝	氵力 dl
涞	氵来 dl
涟	氵辶 dz
涢	氵人 dr
涣	氵大 dd
涤	氵朩 dm
润	氵王 dw
涧	氵日 do
涩	氵止 dv
涮	氵刂 dd
涯	氵土 dt
涴	氵乛 dv
涸	氵口 dk
淀	氵人 dr
淆	氵月 do
淇	氵八 db
淋	氵木 dm
淌	氵口 dk
淑	氵又 dy
淖	氵十 du
淙	氵小 dx
淜	氵月 do
淝	氵巴 db
淞	氵厶 ds
淟	氵八 db
淡	氵火 dh
淬	氵十 du
淯	氵月 do
深	氵木 dm
淳	氵子 dz
淴	氵心 dx
混	氵匕 db
淼	水水 uu
清	氵月 do
渌	氵氺 du
渍	氵人 dr
渎	氵大 dd
渔	氵鱼 da
渚	氵日 do
渝	氵刂 dd
渟	氵丁 dd
渠	氵木 dm
渡	氵又 dy
渤	氵力 dl
渥	氵土 dt
渫	氵木 dm
渭	氵月 do
港	氵巳 ds
游	氵子 dz
渼	氵大 dd
湃	氵丰 df
湄	氵目 do
湉	氵口 dk
湍	氵而 de
湎	氵面 dm
湑	氵月 do
湓	氵皿 dm
湔	氵刂 dd
湖	氵月 do
湘	氵目 do
湜	氵人 dr
湝	氵白 db
湟	氵王 dw
湫	氵火 dh
湲	氵又 dy
溁	氵木 dm
溃	氵人 dr
溅	氵戋 dj
溆	氵又 dy
溇	氵女 dn
溉	氵乛 dv
溍	氵日 do
溏	氵口 dk
源	氵小 dx
溜	氵田 dt
溞	氵虫 di
溠	氵工 dg
溢	氵皿 dm
溦	氵攵 dw
溧	氵木 dm
溪	氵大 dd
溱	氵禾 dh
溴	氵犬 dq
溵	氵又 dy
溶	氵口 dk
溹	氵小 dx
溺	氵冫 dd
溻	氵习 dx
溽	氵寸 dc
滂	氵方 df
滃	氵习 dx
滇	氵八 db
滉	氵兀 dw
滋	氵幺 dy
滍	氵虫 di
滑	氵骨 dg
滓	氵十 du
滕	月氺 ou
滘	氵口 dk
滞	氵巾 dj
滟	氵巴 db
滠	氵又 dy
满	氵两 dl
滢	氵玉 dy
滤	氵心 dx
滥	氵皿 dm
滦	氵木 dm
滧	氵攵 dw
滨	氵八 db
滪	氵人 dr
漂	氵小 dx
漈	氵小 dx
漉	氵匕 db
漋	氵生 du
漓	氵丶 dd
演	氵八 db
漕	氵日 do
漖	氵攵 dw
漠	氵大 dd
漤	氵女 dn
漩	氵人 dr
漫	氵又 dy
漯	氵小 dx
漳	氵十 du
漴	氵小 dx
漶	氵心 dx
漷	氵阝 de
漹	氵灬 dh
潆	氵小 dx
潇	氵肃 ds
潋	氵攵 dw
潘	氵田 dt
潜	氵日 do
潞	氵口 dk
潟	氵灬 dh
潢	氵八 db
潭	氵十 du
潮	氵月 do
潲	氵月 do
潴	氵日 do
潵	氵攵 dw
潸	氵月 do
潼	氵里 dl
潽	氵日 do
澂	氵攵 dw
澈	氵攵 dw
澉	氵攵 dw
澛	氵日 do
澡	氵木 dm
澥	氵牛 dn
澪	氵龴 ds
澳	氵大 dd
濂	氵乀 dn
濋	氵人 dr
濑	氵人 dr
濒	氵人 dr
濡	氵而 de
瀑	氵氺 du
瀚	氵习 dx
瀛	氵凡 df
灞	氵月 do
火	丶人 dr
灯	火丁 hd
灶	火土 ht
灿	火山 he
炅	日火 oh
炆	火文 hw
炉	火户 hh
炊	火人 hr
炎	火火 hh
炕	火几 hj
炝	火乛 hv
炣	火口 hk
炫	火幺 hy
炭	山火 eh
炮	火巳 hs
炯	火口 hk
炳	火丙 hb
炷	火主 hv
炸	火乍 hv
炻	火石 hu
炽	火八 hb
烂	火三 hs
烃	火工 hg
烈	歹灬 dh
烔	火口 hk
烘	火八 hb
烙	火口 hk
烛	火虫 hi
烟	火大 hd
烠	火月 ho
烦	火人 hr
烧	火兀 hw
烨	火十 hu
烩	火厶 hs
烫	氵火 dh
热	扌灬 fh
烯	火巾 hj
烶	火廴 hz
烷	火儿 he
烹	亠灬 wh
烻	火廴 hz
烽	火丰 hf
焊	火干 hg
焌	火夂 hw
焐	火口 hk
焓	火口 hk
焕	火大 hd
焖	火心 hx
焗	火口 hk
焚	木火 mh
焜	火匕 hb
焞	火子 hz
焯	火十 hu
焱	火火 hh
然	丿灬 ph
煃	火土 ht
煅	火又 hy
煋	火生 hu
煌	火王 hw
煎	丷灬 bh
煜	火立 hl
煞	𠂊灬 dh
煟	火月 ho
煤	火木 hm
煦	日灬 oh
照	日灬 oh
煮	耂灬 lh
煲	亻火 rh
煳	火月 ho
煴	火皿 hm
煸	火艹 hc
煽	火习 hx
熄	火心 hx
熇	火口 hk
熊	厶灬 sh
熔	火口 hk
熘	火田 ht
熛	火小 hx
熟	亠灬 wh
熠	火白 hb
熥	火辶 hz
熨	尸火 uh
熵	火口 hk
燃	火灬 hh
燋	火灬 hh
燔	火田 ht
燚	火火 hh
燠	火大 hd
燥	火木 hm
燧	火辶 hz
爆	火氺 hu
爇	艹灬 ch
爝	火寸 hc
爰	丿又 py
爱	丿又 py
爵	丿寸 pc
爷	八卩 be
爸	八巴 bb
爹	八夕 bx
爻	乂乂 xx
爽	大乂 dx
牛	丿丨 pl
牝	牛匕 nb
牟	厶牛 sn
牡	牛土 nt
牢	宀牛 bn
牥	牛方 nf
牧	牛攵 nw
物	牛勿 nw
牮	亻牛 rn
牯	牛口 nk
牲	牛生 nu
特	牛寸 nc
牺	牛西 nx
牾	牛口 nk
牿	牛口 nk
犄	牛口 nk
犇	牛牛 nn
犊	牛大 nd
犋	牛八 nb
犍	牛廴 nz
犏	牛艹 nc
犒	牛口 nk
犨	亻牛 rn
犯	犭乛 qv
犴	犭干 qg
犷	犭广 qg
犸	犭马 qm
狁	犭儿 qe
狂	犭王 qw
狃	犭丑 qi
狄	犭火 qh
狈	犭人 qr
狍	犭巳 qs
狗	犭口 qk
狙	犭且 qq
狝	犭小 qx
狞	犭丁 qd
狡	犭乂 qx
狨	犭𠂇 qu
狩	犭寸 qc
独	犭虫 qi
狭	犭夹 qj
狮	犭巾 qj
狯	犭厶 qs
狱	犭犬 qq
狲	犭小 qx
狸	犭里 ql
狺	犭口 qk
猁	犭刂 qd
猄	犭小 qx
猇	犭几 qj
猊	犭儿 qe
猎	犭日 qo
猕	犭小 qx
猖	犭日 qo
猗	犭口 qk
猛	犭皿 qm
猜	犭月 qo
猝	犭十 qu
猞	犭口 qk
猡	犭夕 qx
猢	犭月 qo
猩	犭生 qu
猪	犭日 qo
猫	犭田 qt
猬	犭月 qo
献	十犬 uq
猰	犭大 qd
猱	犭木 qm
猴	犭矢 qu
猷	丷犬 bq
猺	犭缶 qf
猾	犭骨 qg
獍	犭儿 qe
獐	犭十 qu
獬	犭牛 qn
獯	犭灬 qh
玄	亠幺 wy
率	亠十 wu
王	一土 at
玎	王丁 wd
玑	王几 wj
玒	王工 wg
玕	王干 wg
玘	王己 wj
玛	王马 wm
玞	王夫 wf
玟	王文 ww
玢	王刀 wd
玤	王丰 wf
玥	王月 wo
玩	王儿 we
玫	王攵 ww
玭	王匕 wb
玱	王乛 wv
玲	王龴 ws
玳	王弋 wy
玶	王平 wp
玷	王口 wk
玹	王幺 wy
玻	王又 wy
玼	王匕 wb
玿	王口 wk
珀	王白 wb
珂	王口 wk
珇	王且 wq
珈	王口 wk
珊	王册 wc
珋	王卩 we
珏	王玉 wy
珐	王厶 ws
珖	王兀 ww
珙	王八 wb
珛	王月 wo
珝	王习 wx
珞	王口 wk
珠	王朱 wv
珣	王日 wo
珥	王耳 we
珦	王口 wk
珪	王土 wt
珫	王儿 we
珰	王彐 we
珲	王车 wi
珵	王王 ww
珷	王止 wv
珸	王口 wk
珺	王口 wk
珽	王廴 wz
琀	王口 wk
理	王里 wl
琈	王子 wz
琊	王阝 we
琎	王辶 wz
琏	王辶 wz
琐	王人 wr
琔	王人 wr
琚	王口 wk
琡	王又 wy
琥	王几 wj
琦	王口 wk
琨	王匕 wb
琪	王八 wb
琬	王乛 wv
琭	王氺 wu
琮	王小 wx
琰	王火 wh
琲	王非 wf
琳	王木 wm
琵	王匕 wb
琼	王小 wx
瑁	王目 wo
瑂	王目 wo
瑃	王日 wo
瑅	王人 wr
瑆	王生 wu
瑔	王水 wu
瑖	王又 wy
瑗	王又 wy
瑙	王乂 wx
瑚	王月 wo
瑛	王央 wy
瑜	王刂 wd
瑝	王王 ww
瑞	王而 we
瑢	王口 wk
瑧	王禾 wh
瑨	王日 wo
瑬	氵玉 dy
瑭	王口 wk
瑰	王鬼 wg
瑱	王八 wb
瑳	王工 wg
瑶	王缶 wf
瑷	王又 wy
瑾	王一 wa
璃	王丶 wd
璇	王人 wr
璋	王十 wu
璎	王女 wn
璐	王口 wk
璜	王八 wb
璟	王小 wx
璠	王田 wt
璥	王攵 ww
璪	王木 wm
璲	王辶 wz
瓀	王而 we
瓒	王人 wr
甜	千甘 qg
生	丿龶 pf
甡	生生 uu
甥	生力 ul
田	囗十 ku
男	田力 tl
町	田丁 td
畈	田又 ty
畋	田攵 tw
畎	田犬 tq
畔	田半 tb
畚	厶田 st
畤	田寸 tc
略	田口 tk
畦	田土 tt
畬	人田 rt
畯	田夂 tw
畴	田寸 tc
畸	田口 tk
畹	田乛 tv
疃	田里 tl
疑	匕人 br
疔	疒丁 bd
疖	疒卩 be
疝	疒山 be
疢	疒火 bh
疤	疒巴 bb
疫	疒又 by
疬	疒力 bl
疭	疒人 br
疮	疒乛 bv
疯	疒乂 bx
疰	疒主 bv
疱	疒巳 bs
疲	疒又 by
疳	疒甘 bg
疴	疒口 bk
疵	疒匕 bb
疽	疒且 bq
疾	疒矢 bu
痂	疒口 bk
痃	疒幺 by
痄	疒乍 bv
病	疒丙 bb
症	疒正 bv
痉	疒工 bg
痊	疒王 bw
痍	疒夷 by
痓	疒土 bt
痔	疒寸 bc
痞	疒口 bk
痢	疒刂 bd
痣	疒心 bx
痤	疒土 bt
痦	疒口 bk
痨	疒力 bl
痪	疒大 bd
痫	疒木 bm
痰	疒火 bh
痱	疒非 bf
痴	疒口 bk
痼	疒口 bk
痿	疒女 bn
瘁	疒十 bu
瘅	疒丨 bl
瘊	疒矢 bu
瘐	疒臾 by
瘗	疒土 bt
瘘	疒女 bn
瘠	疒月 bo
瘢	疒又 by
瘤	疒田 bt
瘥	疒工 bg
瘪	疒匕 bb
瘭	疒小 bx
瘰	疒小 bx
瘴	疒十 bu
瘵	疒小 bx
瘸	疒人 br
瘼	疒大 bd
瘾	疒心 bx
瘿	疒女 bn
癀	疒八 bb
癃	疒生 bu
癌	疒山 be
癍	疒王 bw
癔	疒心 bx
癗	疒田 bt
癞	疒人 br
癫	疒人 br
皂	白七 bq
皇	白王 bw
皈	白又 by
皋	白十 bu
皎	白乂 bx
皓	白口 bk
皖	白儿 be
皙	木白 mb
皛	白白 bb
皤	白田 bt
皭	白寸 bc
皲	冖又 by
皿	丨一 la
盂	于皿 ym
盅	中皿 vm
盆	八皿 bm
益	丷皿 bm
盍	土皿 tm
盏	戋皿 jm
盐	土皿 tm
盒	人皿 rm
盔	𠂇皿 um
盗	冫皿 dm
盛	成皿 im
盟	日皿 om
盦	人皿 rm
盯	目丁 od
盱	目于 oy
盲	亡目 wo
盷	目冫 od
相	木目 mo
盼	目刀 od
眙	目口 ok
眚	生目 uo
真	十八 ub
眦	目匕 ob
眩	目幺 oy
眭	目土 ot
眯	目米 om
眵	目夕 ox
着	⺶目 yo
睃	目夂 ow
睄	目月 oo
睎	目巾 oj
睐	目来 ol
睚	目土 ot
睛	目月 oo
睡	目垂 oi
睥	目十 ou
睦	目土 ot
睨	目儿 oe
睫	目人 or
睬	目木 om
睹	目日 oo
瞄	目田 ot
瞅	目火 oh
瞋	目八 ob
瞎	目口 ok
瞒	目两 ol
瞟	目小 ox
瞠	目土 ot
瞢	艹目 co
瞧	目灬 oh
瞫	目十 ou
瞰	目攵 ow
瞳	目里 ol
瞽	士目 uo
矞	龴口 sk
矣	厶矢 su
矬	矢土 ut
矮	矢女 un
矰	矢日 uo
矶	石几 uj
矸	石干 ug
矼	石工 ug
矿	石广 ug
码	石马 um
砆	石夫 uf
砌	石刀 ud
砍	石人 ur
砒	石匕 ub
砗	石车 ui
砜	石乂 ux
砝	石厶 us
砟	石乍 uv
砠	石且 uq
砣	石匕 ub
砧	石口 uk
砫	石主 uv
砬	石立 ul
砮	女石 nu
砰	石平 up
破	石又 uy
砹	石乂 ux
砺	石万 uw
砼	石工 ug
础	石出 ui
硁	石工 ug
硅	石土 ut
硊	石乛 uv
硌	石口 uk
硎	石刂 ud
硐	石口 uk
硒	石西 ux
硔	石八 ub
硕	石人 ur
硖	石夹 uj
硗	石兀 uw
硝	石月 uo
硬	石更 ug
硼	石月 uo
硿	石工 ug
碃	石月 uo
碇	石人 ur
碈	石日 uo
碉	石口 uk
碌	石氺 uu
碍	石寸 uc
碎	石十 uu
碏	石日 uo
碑	石十 uu
碗	石乛 uv
碘	石八 ub
碛	石人 ur
碥	石艹 uc
碲	石巾 uj
碳	石火 uh
碶	石大 ud
磁	石幺 uy
磅	石方 uf
磉	石木 um
磊	石石 uu
磋	石工 ug
磏	石乀 un
磐	舟石 vu
磜	石小 ux
磡	石力 ul
磲	石木 um
磹	石十 uu
磻	石田 ut
礁	石灬 uh
礅	石攵 uw
礌	石田 ut
礴	石寸 uc
礵	石目 uo
祀	礻巳 ps
祃	礻马 pm
祆	礻天 pt
祉	礻止 pv
祊	礻方 pf
祋	礻又 py
祏	礻石 pu
祐	礻口 pk
祖	礻且 pq
祚	礻乍 pv
祛	礻厶 ps
祜	礻口 pk
祝	礻儿 pe
祠	礻口 pk
祢	礻小 px
票	西小 xx
祯	礻人 pr
祲	礻又 py
祷	礻寸 pc
祺	礻八 pb
祼	礻果 pg
禁	木小 mx
禄	礻氺 pu
禅	礻丨 pl
禊	礻大 pd
禔	礻人 pr
禘	礻巾 pj
禚	礻灬 ph
禛	礻八 pb
禤	礻习 px
禧	礻口 pk
禽	人丶 rd
稣	鱼禾 ah
穴	宀八 bb
立	亠一 wa
竘	立口 lk
站	立口 lk
竞	立儿 le
竟	立儿 le
章	立十 lu
童	立里 ll
竦	立束 lu
端	立而 le
竹	丿丨 pl
竺	𥫗二 ve
竽	𥫗于 vy
竿	𥫗干 vg
笃	𥫗马 vm
笆	𥫗巴 vb
笏	𥫗勿 vw
笑	𥫗夭 vy
笙	𥫗生 vu
笞	𥫗口 vk
笠	𥫗立 vl
笤	𥫗口 vk
笥	𥫗口 vk
符	𥫗寸 vc
笮	𥫗乍 vv
笯	𥫗又 vy
笱	𥫗口 vk
笳	𥫗口 vk
笺	𥫗戋 vj
笾	𥫗辶 vz
筀	𥫗土 vt
筅	𥫗儿 ve
等	𥫗寸 vc
筋	𥫗力 vl
筌	𥫗王 vw
筏	𥫗戈 vg
筒	𥫗口 vk
答	𥫗口 vk
策	𥫗乀 vn
筘	𥫗口 vk
筚	𥫗十 vu
筛	𥫗巾 vj
筜	𥫗彐 ve
筠	𥫗冫 vd
筢	𥫗巴 vb
筥	𥫗口 vk
筦	𥫗儿 ve
筮	𥫗人 vr
筲	𥫗月 vo
筵	𥫗廴 vz
筶	𥫗口 vk
筷	𥫗夬 vg
筹	𥫗寸 vc
筻	𥫗更 vg
筼	𥫗人 vr
简	𥫗日 vo
箐	𥫗月 vo
箓	𥫗氺 vu
箔	𥫗白 vb
箕	𥫗八 vb
箖	𥫗木 vm
箜	𥫗工 vg
箢	𥫗乛 vv
箦	𥫗人 vr
箩	𥫗夕 vx
箪	𥫗丨 vl
箫	𥫗肃 vs
箬	𥫗口 vk
箭	𥫗刂 vd
箱	𥫗目 vo
箸	𥫗日 vo
篁	𥫗王 vw
篇	𥫗艹 vc
篌	𥫗矢 vu
篑	𥫗人 vr
篓	𥫗女 vn
篙	𥫗口 vk
篝	𥫗冉 vr
篡	𥫗厶 vs
篥	𥫗木 vm
篦	𥫗匕 vb
篪	𥫗几 vj
篮	𥫗皿 vm
篯	𥫗戋 vj
篱	𥫗丶 vd
篷	𥫗辶 vz
簃	𥫗夕 vx
簇	𥫗矢 vu
簉	𥫗辶 vz
簋	𥫗皿 vm
簏	𥫗匕 vb
簕	𥫗力 vl
簟	𥫗十 vu
簧	𥫗八 vb
簰	𥫗十 vu
簸	𥫗又 vy
籀	𥫗田 vt
籁	𥫗人 vr
米	丶木 dm
籴	入米 rm
类	米大 md
籼	米山 me
籽	米子 mz
粉	米刀 md
粑	米巴 mb
粒	米立 ml
粕	米白 mb
粗	米且 mq
粘	米口 mk
粝	米万 mw
粞	米西 mx
粢	冫米 dm
粪	米八 mb
粱	氵米 dm
粳	米更 mg
粹	米十 mu
粽	米小 mx
精	米月 mo
粿	米果 mg
糅	米木 mm
